group,note_id,llm_likelihood,signal_type,primary_signal
2026_review,n0iKDQhr3T,28,substance,"Highly specific engagement (Eq. 4/5, Fig. 8 GIN, codebook 5000 vs 50, 3D skin experiment, supplied citation to Yarlagadda et al.) with idiosyncratic critical vo"
2026_meta,UWvlMpEkk1,72,substance,"This is an AC meta-review written in fluent, uniformly generic administrative prose; concerns are stated in abstract categories ('clarity of formulation', 'expe"
2026_meta,G6yFtMQHOz,18,substance,"This is an AC meta-review with strongly idiosyncratic, opinionated voice ('The AC personally feels...'), a specific uncited paper (Reluplex 2017), and concrete "
2026_review,t2yIIAeACm,40,substance,"Mostly bulleted, fluent and symmetric, but contains concrete idiosyncratic specifics (Figure 1 above abstract violating submission instructions, SciAgents, λ/α/"
2026_review,kwrHKb6qPn,22,substance,"Specific section references (5.3, 5.4) with direct quotes from the paper, idiosyncratic voice ('Detailed experiment design! I really appreciate...'), slightly n"
2026_meta,OvwtXbcIHz,88,structure,"Highly templated meta-review with symmetric bolded headers, uniform 'concern → rebuttal → resolved' bullets, and fluent generic summarization; specifics are all"
2024_review,EOy3eNscN1,6,substance,"Truncated sentence ('In addition, Omni Anomaly'), non-native phrasing ('a motif to overcome'), specific named baselines"
2024_review,6h8PqwZotF,15,substance,"Detailed, opinionated engagement with the paper's specific method (logprob sequences, Hurst/self-similarity exponent, Palm-8B) plus idiosyncratic first-person d"
2024_review,ijcI3gQLF7,6,substance,"Specific engagement with Section 3 notation, Figure 5 sampling bias, quoted sentence from paper, and a post-discussion edit updating the decision"
2026_meta,y6Qyc2cjmN,25,substance,"This is an AC meta-review, not a reviewer review; it engages with specific reviewer IDs, quoted reviewer text, and concrete concerns, which reads as genuine hum"
2026_meta,K8kWiODPGb,25,substance,"This is a meta-review/AC summary with concrete per-reviewer score predictions, named benchmarks (v-d4rl, antmaze, adroit), and idiosyncratic hedges ('But I don'"
2026_review,nptwVoxLeF,15,substance,"Specific, opinionated comparison to a named prior work (DiffPath) with concrete suggestions (texture dataset missing, table header renaming, runtime), plus slig"
2026_review,4A1gJOSb2W,25,substance,"Concrete specifics (line 252 quote, Appendix F.5/G.3, exact deletion percentages) indicate genuine engagement; structure is conventional review form"
2026_meta,198pH4bIaM,25,structure,"This is an AC meta-review, not a peer review; it lists concrete per-reviewer IDs, score trajectories, and a long concatenated list of specific concerns — typica"
2024_review,JKOcTZZahE,4,substance,"Specific, idiosyncratic engagement (figure numbers, citation format complaints, unreadable fonts, missing reference quote) with uneven prose"
2026_review,3DO3UmG79Z,16,substance,"Specific line-number references (L062, L125, L374) with quoted text and a typo fix; terse idiosyncratic engagement"
2026_meta,5QFgXOjhIN,93,structure,"This is a meta-review/AC summary written in uniformly fluent, templated prose with symmetric 'Addressed/Outstanding Concerns' scaffolding and speculative per-re"
2024_review,FUZ77x6kwl,15,substance,"Specific, idiosyncratic critique of the cost metric (USD/agent/hour, electricity prices, API price changes) with supplied links and genuine expressed uncertaint"
2026_review,wH8K4CKhPR,78,structure,Highly uniform bolded-header strengths/weaknesses scaffolding and numbered bolded questions with generic 'missed opportunity'/'bridge the gap' phrasing; specifi
2024_review,nipdrI5D1d,3,substance,"Deep domain-specific engagement with supplied citations (Cannon, SUMMA, Van De Geijn & Watts, Golub) and concrete section-level critiques; idiosyncratic expert "
2026_review,2LLPTQdZuP,28,substance,"Concrete engagement (Figure 4 vs appendix examples contradiction, QwQ-32B judge, Plain-Qwen baseline critique) with slightly uneven formatting like 'a.Readabili"
2026_meta,Y5jUx5geJ8,22,substance,"Numerous typos and non-native phrasings ('dual-strem', 'dicrete', 'broder', 'baselins', 'auhors', 'It accept borderline ratings') alongside concrete reviewer ID"
2024_review,JWC45lwd09,15,substance,"Specific technical engagement (page 4 basis-function orthogonality, uniqueness of decomposition) and a reviewer-supplied citation with full bibliographic detail"
2024_review,RrTWWWJ2Ow,18,substance,"Detailed technical summary with specific engagement (diagonal covariance assumption, named citation Zhang & Golovin 2020, MGDA), concrete targeted questions; st"
2024_review,3VMR55eHHe,22,substance,"Specific engagement (Figure 1 caption ambiguity, section 2.2, appendix latent traversals), reviewer-supplied citation, and idiosyncratic phrasing/typos ('whey t"
2026_review,XX3jgp0ImV,22,substance,"Specific figure references (Fig 4, Fig 5b), a truncated dangling bullet ('Comparison with'), and idiosyncratic curiosity question about 1K GPU-hour axis start s"
2026_meta,Xh9WvWxbaQ,72,structure,"Meta-review-style summary with symmetric Addressed/Outstanding bulleted scaffolding and fluent generic phrasing; reviewer IDs are the only concrete specifics, n"
2026_review,NWc9LgVD17,20,substance,"Highly specific technical critiques (Assumption 1 norm notation, undefined J^c, line 179 inconsistency with eq.(1), lambda in Theorem 1, a_1/a_2) plus a reviewe"
2026_meta,SETNtkRsYW,30,substance,"This is a meta-review/AC summary with highly specific per-reviewer concern tracking (Table 8, Appendix C, 2:1 ratio, SWE-Bench Live Lite), and contains human ty"
2026_meta,5dhijm6hO3,72,structure,"Highly templated meta-review scaffolding with symmetric 'addressed/outstanding' bullet lists and uniform phrasing, though reviewer IDs and some specifics are pr"
2026_meta,F4B59TKhus,78,structure,"Templated aggregation with bolded section headers ('Addressed (partially)' / 'Still outstanding'), uniform bullet rhythm, and generic gap language ('baseline ga"
2024_review,4h1ppLJ38Z,12,substance,"Highly specific engagement: quotes phrases from the paper, asks about orange arrow in Figure 2, section ordering complaints, supplies P2BNet citation; slightly "
2026_meta,IiG31qBibS,88,structure,"Meta-review-style summary with uniform bulleted scaffolding, hedged score predictions ('Likely remains 6 (lower confidence)'), and formulaic 'Mitigated or parti"
2026_review,cvF7mVTzbG,30,substance,"Heavy bold-header markdown scaffolding and fluent uniform prose suggest LLM polish, but the review contains very specific verifiable criticisms (line 234 functi"
2026_meta,JI3EzjLvhl,68,structure,"Meta-review is highly templated: uniform per-concern 'Addressed / Not addressed / Partially addressed' scaffolding with fluent, formulaic explanatory sentences "
2024_review,Pms1XZJfz5,8,substance,"Specific engagement with quoted system-instruction phrases, section 2.2 title critique, dataset size, and second-person address ('your paper'); a stray full-wid"
2026_meta,87bv0Vsl3u,8,substance,"Highly specific meta-review engagement: names individual reviewers, cites a specific paper (Trainability Preserving Neural Pruning ICLR 2023) with its hyperpara"
2024_review,Wq4dZAVupc,18,substance,"Specific technical engagement (Eq 2, \hat{q_theta}(w_t^s), PPO vs vanilla PG critique) with mildly non-native phrasing ('an UI image', 'It will help readers')"
2026_review,aaQLolVFpk,32,substance,"Concrete specifics (n=1 vs n=10 sample sizes, DeepSeek/GPT, digit-length setup) with slightly awkward phrasing and stray 'Strengths:'/'Weaknesses:' duplication "
2026_meta,kt1TbneLCS,40,structure,"Polished bolded-bullet scaffolding, but idiosyncratic AC asides ('somewhat unfair', 'things would have looked differently') and concrete reviewer-ID-specific re"
2024_review,bTzcvtta06,10,vocabulary,"Idiosyncratic non-native phrasing ('somehow lacks novelty', 'somehow simple'), personal voice ('To me', 'From my side'), and concrete section-specific suggestio"
2026_meta,UQGrph1GTI,8,substance,"Highly specific meta-review referencing individual reviewer IDs, dated discussion posts, named question numbers, figures, and idiosyncratic judgments about each"
2024_review,SxiRvTM2pV,6,substance,"Idiosyncratic third-person 'the reviewer' voice, specific figure/table critiques (Fig.4 composited results, Table 1 missing LaMa numbers), uneven run-on sentenc"
2026_meta,dwUR9W1lPC,43,structure,"Meta-review/AC summary with fluent scaffolded bullets but idiosyncratic human touches (exclamation mark, truncated reviewer ID 'ZuN', 'Example is ESM-2', double"
2024_review,MToaqyIjyq,4,substance,"Highly specific engagement: quoted typos with corrections, a supplied external benchmark URL, targeted critique of learning-rate choice and of the convergence c"
2024_review,cYMdK2OGfT,8,substance,"Specific engagement (Table 3(b) formula mismatch C34H48O6 vs C33H48O7, MolT5-Large 800M param fairness critique), self-admitted non-expertise, typo 'fne-tunes'/"
2024_review,K1trWgGa2m,8,substance,"Specific technical objections tied to Eq.(6), Algorithm 1, Figure 2 notation, with non-native phrasing ('Given the fact the value vectors is problematic')"
2024_review,l4X9K2rAlk,4,substance,"Highly specific substantive critique with reviewer-supplied citations, concrete examples (leopard/Panthera pardus, road-cone vs barrier), and a caught typo 'poi"
2026_review,0hBYLv8RLW,63,substance,"Fluent generic strengths/weaknesses with little concrete detail (no equation/theorem numbers), tidy numbered question list of broad 'could this be extended' pro"
2026_meta,zrnuQH0IEb,25,substance,"This is an AC meta-review with concrete specifics (reviewer IDs, score changes, enumerated distinct concerns) and some non-native phrasing ('In overall'), sugge"
2026_meta,oOqgzvZ7oX,90,structure,"Fluent, uniformly structured meta-review with symmetric 'rebuttal addressed X / remaining concerns Y' scaffolding and formulaic per-reviewer score predictions u"
2024_review,vez4oBYVMg,3,substance,"Reviewer supplies specific arXiv/PMLR citations, lowercase 'i', typos ('doesnt'), terse idiosyncratic voice, concrete figure/table references"
2026_meta,kOzDoOK13N,18,substance,"This is an AC meta-review with highly specific reviewer IDs, per-concern tracking, quoted reviewer text, and mention of an error found and fixed during discussi"
2024_review,wsJmhYE72b,8,substance,"Single deep idiosyncratic technical objection with a concrete alternative baseline, terse strengths, 'Please see weakness'"
2026_meta,ieOvAbLqmG,16,substance,"Specific reviewer IDs, concrete details (8 models, Qwen1.5-14B, sections 3 and 4), idiosyncratic meta-commentary and a typo ('Hoewever'), personal uncertainty a"
2024_review,83psgEmEos,12,substance,"Specific engagement with paper internals (L_fusion definition, Fig. 2 vs Sec 4.1 mismatch, Sec 4.2/4.3 ablation gaps, named prior work SkillFusion) with uneven,"
2024_review,mB2khkJRWU,15,substance,"Specific technical objection referencing Eq. (8) and RHO-Loss comparison, personal voice ('from my perspective'), weaknesses duplicated verbatim into questions "
2026_review,LEFDL6zrJ2,4,substance,"Very specific page/figure/typo-level notes (\bigg advice, missing reference on p.22, typo in Algorithm 2), idiosyncratic non-native phrasing, personal suggestio"
2026_meta,Bg3dvO7lpW,55,structure,"Fluent templated meta-review scaffolding with polished phrasing ('thoughtfully addressed', em-dash aside), but with specific reviewer IDs, quoted phrases, and o"
2026_meta,0hT1vuYIke,72,structure,"This is a meta-summary (AC-style digest) written in uniformly fluent, symmetric bullet scaffolding with generic phrasing ('comprehensively addressed', 'directly"
2026_meta,T4kMRB2ali,88,structure,"This reads as a meta-review/AC-style synthesis with highly uniform, hedged prose ('likely 4 → 4 (no change)'), symmetric per-reviewer scaffolding, and formulaic"
2026_review,ECWlVm84yc,72,substance,"Fluent symmetric strengths/weaknesses scaffolding that mostly restates the paper's own contributions (numbers like 11,343 papers, 4,947 surveys quoted as praise"
2026_meta,59aGGMX1aS,12,substance,"Specific reviewer IDs, benchmark names, and idiosyncratic typo ('benchmeark'); terse meta-review voice with genuine uneven structure"
2026_meta,TrqLAN6ZNR,93,structure,"Uniformly fluent, templated per-reviewer paragraphs with symmetric hedged reasoning ('would likely maintain their score'), generic praise, and no idiosyncratic "
2024_review,vwVzl3AXnA,10,substance,"Substantive idiosyncratic technical argument (randomized smoothing gives 100% robustness in transductive setting), specific page/undefined-symbol nitpicks, and "
2024_review,6BlxTl1LhJ,12,substance,"Specific substantive critique about GZSL with reviewer's own reasoning and expectation ('I expect them to be very low'), asymmetric short strengths vs detailed "
2026_review,AYmOMyRVxT,62,structure,"Fluent symmetric numbered strengths/weaknesses with generic 'lack of comparison' critiques and few concrete paper specifics (no figure/equation refs), though sl"
2024_review,efUaw94NYw,3,substance,"Highly specific technical engagement: equation numbers, notational critique, spotted typos, questioning of specific lemmas with genuine reviewer uncertainty"
2026_review,9aLHCxEyiW,18,substance,"Concrete technical engagement (Line 281 eigenvalue critique, N=3 vs theory gap, reviewer-supplied citations) with slightly uneven phrasing"
2024_review,PGo7E5XVeG,25,substance,"Specific engagement: names Diffusion-QL (Wang et al.), QGPO (Lu et al.), cites 'Hopper Hop' result and DMC suite; concrete critiques rather than generic praise,"
2026_meta,gjvNrdiXxU,83,substance,"This is a meta-summary of reviews written in uniformly fluent, abstract prose with no concrete specifics (no equations, figures, or named baselines), symmetric "
2026_review,T6yvbDE2fo,91,substance,"Fluent, uniformly-structured summary/strengths/weaknesses with only generic critiques (""methodological novelty is moderate"", ""appears heuristic"") and no concret"
2026_review,m1YVp7IyCs,68,structure,"Fluent, symmetric strengths/weaknesses scaffolding with generic 'technical novelty appears incremental' phrasing and only assumption-number specificity; polishe"
2026_review,hwpGMLogrd,8,substance,"Highly specific line-number references, an outside citation supplied by the reviewer, typo/spacing nitpicks, and an idiosyncratic 'did not impact the score' sec"
2026_meta,jJFFfLDF8N,94,structure,"Reads as a meta-summary/AC-style synthesis with uniform hedged prose ('would likely maintain or slightly increase'), symmetric 'addressed X but Y remains' scaff"
2026_meta,tMmigVcaiX,88,structure,"Fluent meta-summary with symmetric scaffolding, hedged generic phrasing ('borderline region', 'coherent, better-scoped, and mostly quantified'), and enumerated "
2024_review,RjgFSDr3mP,15,substance,"Specific engagement with paper internals (Algorithm 1, Corollary 1, Section 3.1 quote, E_X/E_Y notation) and idiosyncratic first-person hedging with uneven phra"
2026_meta,qguSrxRLxb,72,structure,Highly uniform templated structure with bolded headers and repetitive 'The concern regarding X was addressed by...' phrasing; reads like a machine-generated met
2024_review,pdQdNquKvk,10,substance,"Typo/contradiction ('very novel' where 'not novel' intended), idiosyncratic terse critiques with specific dataset suggestions (OGBN-product), curt 'See weakness"
2026_review,r5idQo8GAi,22,substance,"Highly specific technical critiques tied to the paper's actual setup (QwQ-32B, 128 tool calls, Table 1 fairness, TTS implementation), with slightly non-native p"
2026_meta,Ja2qXBbLIL,83,structure,"Fluent, uniformly structured meta-review with symmetric 'addressed/outstanding' scaffolding and smooth generic prose; specifics (reviewer IDs, benchmark names) "
2026_review,GGioH3qrWw,15,substance,"Cites specific line numbers, equation, appendix section, and a typo at line 747; idiosyncratic '(+)/(-)' formatting with concrete, paper-specific critiques"
2026_meta,o3PFfY3rlZ,88,substance,"Fluent, uniformly structured meta-review prose with hedged summarizing language ('materially changes the interpretation', 'framed as tradeoffs rather than flaws"
2026_review,UMjNXqsAtO,15,substance,"Specific quoted phrases, table/figure numbers, and idiosyncratic skeptical questions ('Is this big enough?', WER >50% doubt) with terse uneven phrasing"
2026_meta,EMJcF4UtHs,92,structure,Templated bold-header scaffolding with uniform bullet phrasing and formulaic 'addressed the concerns of Reviewer X' rhythm; reads as generated meta-summary rath
2024_review,qdqPqLJCIs,4,substance,"Highly specific engagement (Alg 1 noise term, quoted paper text, LaTeX \citep advice, missing paren typo, idiosyncratic conceptual question about average robust"
2026_meta,9bzQeMTuke,78,structure,"Meta-review-style text with highly symmetric 'addressed/outstanding' scaffolding, uniform fluent prose, hedged speculative phrasing ('would likely remain below "
2024_review,5sKbzE7VaF,4,substance,"Specific equation-by-equation confusions, dataset statistics cited, third-person 'the reviewer' phrasing typical of non-native human reviewer"
2024_review,WyKcrw092V,3,substance,Page-specific typo list with strikethrough corrections and pointed technical questions about baselines/metrics indicates close human reading
2024_review,yAVvyzOHWd,68,structure,"Very fluent, uniformly padded prose with hedged recommendation phrasing ('One area for improvement...', 'It would be beneficial for the authors...') and questio"
2026_meta,l2JfUE70Yw,22,substance,"This is an AC meta-review with concrete process details (specific datasets CLEVR/CUB, score-change dynamics, no champion) and slightly uneven grammar ('one nega"
2026_meta,s7iKHtWiLH,26,vocabulary,"Meta-review summarizing four reviews; organized headed list but with informal, slightly awkward human phrasing ('mathematical equations are not always perfect',"
2024_review,eL6xONr21C,3,substance,"Supplies six specific citations, quotes paper text, questions Table 1 timing anomaly (MSS vs IRNN) from personal expertise; slightly non-native phrasing"
2024_review,4LGyD8ke3u,8,substance,"Idiosyncratic first-person rating justification ('does not reach the rating of 8'), specific section critiques, concrete alternative suggestion (exhaustive thre"
2026_meta,hn7JoV4IJh,25,substance,"This is a meta-review/AC summary with first-person judgment ('I looked through the paper closely, and I agree'), uneven phrasing and a typo ('reivewers'), sugge"
2026_review,5N9yjDhglb,22,substance,"Concrete engagement with specific tables, named baseline (WAVE), reviewer-supplied citation, and slightly non-native phrasing ('concernable', 'tons of')"
2026_meta,yipmz2aB61,78,structure,"This is a meta-summary of reviews rather than a review, but its uniform templated scaffolding ('substantially addressed / partially addressed', arrow score pred"
2024_review,GkG7odSXAR,22,substance,"Idiosyncratic, specific technical questions (two hierarchical recurrencies, meaning of 'heterogeneous') with mild non-native phrasing ('down-streaming tasks', '"
2026_meta,7NgONBROLt,93,structure,"Uniformly fluent meta-review with symmetric 'concern X was resolved by Y' scaffolding, no concrete paper specifics (no metric names, equations, or baselines), a"
2024_review,7qKAa8nbc3,10,substance,"Specific engagement (broken sentence quoted below eq 3, missing formulas), idiosyncratic reviewer voice and genuine confusion about task definition"
2024_review,oz4mQlsKoH,25,substance,"Terse, human-voiced caveats (admits not checking proofs, will defer to other reviewers) and specific named baselines (GCNII, EGNN), though summary/strengths are"
2024_review,RlKdZsK3GO,8,substance,"Specific engagement: names DRAIN, 2-moon, ONP dataset, Figure 1, supplies a citation and a pointed question about a known no-shift dataset; idiosyncratic header"
2024_review,aKTYNlBdqR,5,substance,"Specific supplied citations, concrete complaints about undefined PGD-CE/PGD-CS terminology, terse single-item strengths and 'I have already mentioned it' respon"
2026_meta,Ua84xcaonF,18,substance,"Specific engagement with reviewer IDs, section numbers, named systems (VLMaterial, Substance Designer), and slightly uneven grammar ('has been addressed', 'was "
2024_review,hyznLh4uPt,5,substance,"Specific engagement (Prop. 1, Corollary 1, Fig. 4 arrow lengths, Rocksample(11,11), CC-MCP depth), plus an incomplete sentence 'The experiments themselves also "
2026_meta,4DFS3CmcNa,88,structure,"Formulaic meta-review scaffolding with uniform bulleted concern categories, generic phrasing ('falls below the venue's bar on novelty and empirical rigor'), and"
2024_review,HpVgAS6YII,48,structure,"Heavy bold-header scaffolding and fluent symmetric strengths/weaknesses, but with concrete specifics (Eq.4, Fig.5/6 ordering, DeepFloyd IF vs SD, prompt discrep"
2026_meta,CnabxZF8Od,88,structure,"Uniform labeled scaffolding (Addressed/Outstanding bullets, per-reviewer score projections) with fluent generic summaries of rebuttal outcomes rather than idios"
2024_review,rY8Qwy4KM4,3,substance,"Highly specific technical engagement (metric D_theta vs identity in Appendix A.1, equation (3) omission, typo in Section 3.2 set inclusion, request for Riemanni"
2026_meta,rS2SbyJLJB,8,substance,"Idiosyncratic AC voice with typos ('bZ4dz', 'I have made determination'), reviewer-supplied citations (Wang et al arXiv link, GMIC), and specific numbers (53.1%"
2024_review,xUeZKYl3UY,3,substance,"Deep technical engagement with specific definitions, theorems, corollaries, and typos (missing summation in Eq 2, nonnegativity constraint in Eq 4), plus a slip"
2024_review,OOriAJgWtn,4,substance,"Highly specific engagement: equation/table numbers, typo list, reviewer-supplied citations, idiosyncratic questions"
2026_meta,LyqWA5NGhH,78,structure,"Meta-review-style summary with uniform fluent prose, templated section headers, and generic aggregation of concerns without concrete specifics (no figure/equati"
2026_meta,ieQuksfjmf,68,structure,"Fluent meta-summary with symmetric scaffolding and generic phrasing ('evaluation rigor was questioned'), though it does cite a specific reviewer ID and named te"
2024_review,pPcaholGJI,3,substance,"Specific quoted sentences, section numbers, word-occurrence count, typo catch, and expressed personal confusion ('Did I read anything wrong?')"
2024_review,AGrYWgpD6V,13,substance,"Specific engagement with section/table numbers and captions, terse idiosyncratic complaints ('where are the results for Open-VCLIP?')"
2026_meta,tNQRuPdJsk,25,substance,"This is a meta-review/AC summary with concrete specifics (named reviewers Sh1d, GiSu, named methods SFBD, Ambient-o), plus a truncated sentence ('without a clea"
2026_review,su1mW5S49D,88,structure,"Fluent symmetric summary/strengths/weaknesses scaffolding with generic numbered points, restating abstract claims and no concrete engagement (no figure/equation"
2024_review,cplZNmbIgv,4,substance,"Highly specific domain critiques (Figure 3 day/night mode, 0.83 degree error unit ambiguity, EnergyPlus, year-long RL episodes) with idiosyncratic expert voice"
2024_review,0OAL4CMJcy,35,structure,"Fluent, organized summary with labeled Originality/Quality/Clarity scaffolding but no concrete specifics (no figure/table/baseline names); still has an idiosync"
2024_review,zphhgQSiS4,4,substance,"Idiosyncratic voice, specific table critiques, external URL, personal opinions and typos ('Weiner', 'dont')"
2024_review,ZhWv4N9YLa,8,substance,"Idiosyncratic summary with typo ('id modelled'), specific concrete asks (Figure 4 labels, A3C connection, selector policy usage), genuine reader confusion about"
2026_review,Nj6zUA2QRH,72,substance,"Fluent, uniformly structured critique with generic methodological complaints (stability of subspace, newer models, robustness to paraphrase) and no equation/fig"
2026_review,Ru2nVvBaVc,4,substance,"Highly specific engagement (equation numbers, typos like 'highly highly' at line 131, line-number nitpicks, q_tt squared-norm question) plus idiosyncratic voice"
2026_meta,qIw40pnYhC,24,substance,"Meta-review with highly specific reviewer IDs, score trajectories, benchmark names (OR-Bench, XSTest, TruthfulQA), and awkward comma/run-on phrasing suggesting "
2026_review,Absp8QDB7z,4,substance,"Supplies specific citations, line numbers, equation references, genuine confusion and personal voice ('I might have a fundamental misunderstanding')"
2026_review,YHFRkYHshm,25,substance,"Very specific technical objections referencing notation (H_{i_t}, c, p), Appendix A, and five named recent baselines with citations; typo 'SThe' and idiosyncrat"
2026_meta,pOjMYIswHF,63,substance,"Fluent, uniformly structured meta-review summary with generic phrasing ('gold standard for evaluating generative models', 'these concerns remain unresolved') an"
2026_review,YM5Jo9Oxeq,72,structure,"Highly uniform, symmetric bullet scaffolding with generic methodological complaints (no CIs, no seeds, no inter-rater agreement) though it cites section/table n"
2024_review,PgB1B0xnDn,20,substance,"Specific page/line reference ('page8, third line from the bottom'), catch of a possible typo ('15.2% of casual ability'), and slightly non-native phrasing ('Thi"
2026_review,RT4v02Ddtl,15,substance,"Idiosyncratic skeptical voice with domain-specific concerns (SM counts absent on CPUs, Tenset, TVM, GNN alternatives) and slightly uneven phrasing typical of a "
2026_meta,ffEzKgXJwZ,88,structure,"Fluent, uniformly balanced 'rebuttal improved X but concerns remain Y' prose with hedged generic phrasing ('promising rather than fully convincing'), symmetric "
2026_meta,aCv3KfsNen,8,substance,"Accidentally duplicated paragraph, specific reviewer IDs, concrete technical objections (unknown \Phi(s), truncation time vs stopping time) — idiosyncratic huma"
2024_review,jSmYGJ1sH8,15,substance,"Idiosyncratic specific observations (font differs from ICLR template, 30% subset significance tests, oracle feedback metadata) with slightly awkward non-native "
2026_review,rI7dVdwpha,3,substance,"Idiosyncratic voice, first-person uncertainty, specific domain references (Laprie's fault-error-failure model, 5G telco clouds), asymmetric terse strengths vs l"
2026_meta,qlAiRDZYHt,16,substance,"Meta-review with specific reviewer IDs, section/appendix references, and hedged personal judgment ('My own interpretation'); reads as authentic AC summary despi"
2024_review,X1DWUruE4L,3,substance,"Highly specific engagement: table/page numbers, typos quoted, math sign error, supplied citations with AP comparisons"
2026_meta,cUJqii609d,88,structure,"Meta-summary written in fluent, uniformly structured prose with generic scaffolding ('well-motivated and technically sound', bulleted 'Addressed by the rebuttal"
2024_review,h7bEwmLI26,3,substance,"Highly specific engagement: notation inconsistencies by equation number, catching 'x%' placeholders, keyword-searching a cited paper, idiosyncratic irritation ("
2026_meta,NylsQpvDMs,93,structure,"Fluent meta-summary with symmetric 'Addressed/Outstanding Concerns' scaffolding, curly quotes, and speculative score projections in uniform templated phrasing"
2024_review,cJESK6o5Pr,45,structure,"Fluent symmetric summary/strengths/weaknesses scaffolding, but contains concrete specifics (PA-AD, SA-RL, ATLA, victim policy approximator) and an idiosyncratic"
2024_review,xZ0oD7xHfW,72,substance,"Generic, content-free strengths/weaknesses that restate the abstract; weaknesses repeated verbatim as questions with 'It would be good to' scaffolding; no figur"
2026_meta,jh1uKTLcBE,88,structure,"Fluent, uniformly structured meta-summary with generic evaluative framing ('clear, positive momentum', 'raised constructively to strengthen the paper's rigor, i"
2026_review,cCGFTASsb4,15,substance,"Specific engagement with the paper's actual results (in-domain vs OOD accuracy drop, reward shaping for correct-answer/unsound-reasoning case, DTV test-time sca"
2024_review,jkSg9nSuOQ,3,substance,"Deep technical engagement with specific notation ($D_{sub,a}^{DI}$), supplied citations, and a substantive conceptual objection about attack strength; slightly "
2026_review,l8kd36BQMz,66,structure,"Fluent symmetric strengths/weaknesses with generic praise ('shows depth of understanding'), generic questions (RL formulation, non-English data), few concrete s"
2026_meta,yLq4kIF1Dd,72,structure,"Meta-review-style summary with symmetric 'Addressed/Outstanding Concerns' scaffolding, formulaic hedged phrasing ('While the authors..., the core concern remain"
2026_meta,ECHgIeTMQY,78,structure,"Fluent, symmetric templated summary with curly quotes and em dashes; per-reviewer predictions phrased in uniform rhythm and generic rigor/clarity language rathe"
2024_review,Mni1vjBCVg,18,substance,"Specific critique with concrete model names (ViT-S/B, SSV2) and a reviewer-supplied citation (E^2VPT, ICCV 2023); terse 'Please refer to the weaknesses'"
2024_review,AeZ1IkOCNr,22,substance,"Specific technical critique about eta->0 convergence to Q* and sample complexity shows genuine domain engagement, though structure is tidy"
2026_meta,UBgRFhSWlf,25,substance,"This is an AC meta-review with specific arXiv citations (2503.02934, 2509.09033) and substantive domain-specific arguments about random circuit sampling/boson s"
2024_review,30oLyWFlYu,10,substance,"Concrete engagement: checks PatchTST Table 3 numbers against the paper's, notation confusion about X_j, figure/section pointers; slightly uneven human phrasing"
2024_review,ALDa0umpWr,30,substance,"Summary reads LLM-ish ('Notably', 'Interestingly', 'shines'), but weaknesses/questions are specific with a reviewer-supplied citation and concrete task requests"
2026_review,dDY6qpP9TU,4,substance,"Highly specific engagement (Figure 1a slope numbers -0.9 vs -1/6, line 289 typo quote, Sec 4.3), hedged idiosyncratic phrasing like 'Maybe this question demands"
2024_review,6xe9GCA31P,10,substance,"Concrete specifics (Table 7 1:32, Figures 4a/b font style mismatch, ViT-base Table 1 rows 1-2) and idiosyncratic nitpicks typical of a human reviewer"
2026_review,GHuAxGIb9B,30,substance,"Highly specific engagement (Table 3/4, Sec 3.8, RealLQ250, $\mathcal{D}_{\phi}$), idiosyncratic asides like 'where is ""Learning""?' and 'at least from my view'; "
2024_review,jjRV99eJy4,22,substance,"Concrete specifics (figure axis labels, supplied citations) and terse idiosyncratic bracketed markers suggest human, though generic bullet praise is somewhat te"
2024_review,XxIGk7Ozpo,15,substance,"Highly specific engagement (Figure 7 bottom-left subplot anomaly, f_{i-j} notation, '21 base' vs random, duplicate 'considered' typo on page 2) with terse idios"
2026_review,iDFph6gb8V,28,substance,"Specific technical queries (formatting function F, definition of tilde-S, coherence label c_i in Sec 3.1) and pointed dismissal of contribution suggest genuine "
2024_review,6XIA58use8,32,substance,"Concrete specifics (missing CIFAR results, Table 1 CNN comparison) and slightly awkward non-native phrasing suggest human, though strengths section is fluent/ge"
2024_review,Ips6r4KPLm,3,substance,"Highly specific, idiosyncratic questions about definitions, figure details, and apparent inconsistencies (s=1, p_drop=1 black image), with genuine hedging"
2026_review,JRhYX3MynI,22,substance,"Detailed, specific engagement with tables/metrics (Table 1/3, AJ vs OA, delta_x), reviewer-supplied citation, concrete practicality critique with 32-view/320-po"
2026_review,6MH09BThpB,18,substance,"Specific page/table references, direct quotation of an unclear passage, and idiosyncratic typos ('asuch', 'ecnomic') indicate human authorship"
2024_review,d5fpjNSW7q,93,substance,"Generic, abstract-restating summary and symmetric numbered strengths/weaknesses with zero paper-specific details (no equations, figures, or named baselines); bo"
2026_meta,0lbpIt9xfO,30,substance,"This is a meta-review/AC summary with concrete specifics (named reviewers, AIME24/25, HMMT, ReTool comparison, code release, IMO experiments) and slightly uneve"
2026_meta,rZxWqPPmgH,55,structure,"Fluent meta-review with generic summarization and symmetric scaffolding, but includes specific named items (glvLiNG, OICA, CPDAG, skeleton+v-structures) and an "
2026_meta,mK0h4qX1ky,83,structure,"Uniform, symmetric per-reviewer summaries with repetitive hedged phrasing ('remains unresolved', 'not fully closed') and generic meta-review prose lacking concr"
